district,date,month,year,visitors,visitor_type
Siddipet,2018-09-01,September,2018,0,Foreign
Siddipet,2018-10-01,October,2018,0,Foreign
Siddipet,2018-11-01,November,2018,0,Foreign
Siddipet,2018-12-01,December,2018,0,Foreign
Suryapet,2018-01-01,January,2018,0,Foreign
Suryapet,2018-02-01,February,2018,0,Foreign
Suryapet,2018-03-01,March,2018,0,Foreign
Suryapet,2018-04-01,April,2018,0,Foreign
Suryapet,2018-05-01,May,2018,0,Foreign
Suryapet,2018-06-01,June,2018,0,Foreign
Suryapet,2018-07-01,July,2018,0,Foreign
Suryapet,2018-08-01,August,2018,0,Foreign
Suryapet,2018-09-01,September,2018,0,Foreign
Suryapet,2018-10-01,October,2018,0,Foreign
Suryapet,2018-11-01,November,2018,0,Foreign
Suryapet,2018-12-01,December,2018,0,Foreign
Vikarabad,2018-01-01,January,2018,0,Foreign
Vikarabad,2018-02-01,February,2018,0,Foreign
Vikarabad,2018-03-01,March,2018,0,Foreign
Vikarabad,2018-04-01,April,2018,0,Foreign
Vikarabad,2018-05-01,May,2018,0,Foreign
Vikarabad,2018-06-01,June,2018,0,Foreign
Vikarabad,2018-07-01,July,2018,0,Foreign
Vikarabad,2018-08-01,August,2018,0,Foreign
Vikarabad,2018-09-01,September,2018,0,Foreign
Vikarabad,2018-10-01,October,2018,0,Foreign
Vikarabad,2018-11-01,November,2018,0,Foreign
Vikarabad,2018-12-01,December,2018,0,Foreign
Wanaparthy,2018-01-01,January,2018,0,Foreign
Wanaparthy,2018-02-01,February,2018,0,Foreign
Wanaparthy,2018-03-01,March,2018,0,Foreign
Wanaparthy,2018-04-01,April,2018,0,Foreign
Wanaparthy,2018-05-01,May,2018,0,Foreign
Wanaparthy,2018-06-01,June,2018,0,Foreign
Wanaparthy,2018-07-01,July,2018,0,Foreign
Wanaparthy,2018-08-01,August,2018,0,Foreign
Wanaparthy,2018-09-01,September,2018,0,Foreign
Wanaparthy,2018-10-01,October,2018,0,Foreign
Wanaparthy,2018-11-01,November,2018,0,Foreign
Wanaparthy,2018-12-01,December,2018,0,Foreign
Warangal,2018-01-01,January,2018,0,Foreign
Warangal,2018-02-01,February,2018,0,Foreign
Warangal,2018-03-01,March,2018,0,Foreign
Warangal,2018-04-01,April,2018,0,Foreign
Warangal,2018-05-01,May,2018,0,Foreign
Warangal,2018-06-01,June,2018,0,Foreign
Warangal,2018-07-01,July,2018,0,Foreign
Warangal,2018-08-01,August,2018,0,Foreign
Warangal,2018-09-01,September,2018,0,Foreign
Warangal,2018-10-01,October,2018,0,Foreign
Warangal,2018-11-01,November,2018,0,Foreign
Warangal,2018-12-01,December,2018,0,Foreign
Hanamkonda,2018-01-01,January,2018,150,Foreign
Hanamkonda,2018-02-01,February,2018,185,Foreign
Hanamkonda,2018-03-01,March,2018,160,Foreign
Hanamkonda,2018-04-01,April,2018,150,Foreign
Hanamkonda,2018-05-01,May,2018,140,Foreign
Hanamkonda,2018-06-01,June,2018,130,Foreign
Hanamkonda,2018-07-01,July,2018,130,Foreign
Hanamkonda,2018-08-01,August,2018,135,Foreign
Hanamkonda,2018-09-01,September,2018,145,Foreign
Hanamkonda,2018-10-01,October,2018,160,Foreign
Hanamkonda,2018-11-01,November,2018,170,Foreign
Hanamkonda,2018-12-01,December,2018,187,Foreign
Yadadri Bhongir,2018-01-01,January,2018,0,Foreign
Yadadri Bhongir,2018-02-01,February,2018,0,Foreign
Yadadri Bhongir,2018-03-01,March,2018,0,Foreign
Yadadri Bhongir,2018-04-01,April,2018,0,Foreign
Yadadri Bhongir,2018-05-01,May,2018,0,Foreign
Yadadri Bhongir,2018-06-01,June,2018,0,Foreign
Yadadri Bhongir,2018-07-01,July,2018,0,Foreign
Yadadri Bhongir,2018-08-01,August,2018,0,Foreign
Yadadri Bhongir,2018-09-01,September,2018,0,Foreign
Yadadri Bhongir,2018-10-01,October,2018,0,Foreign
Yadadri Bhongir,2018-11-01,November,2018,0,Foreign
Yadadri Bhongir,2018-12-01,December,2018,0,Foreign
Adilabad,2019-01-01,January,2019,0,Foreign
Adilabad,2019-02-01,February,2019,2,Foreign
Adilabad,2019-03-01,March,2019,0,Foreign
Adilabad,2019-04-01,April,2019,0,Foreign
Adilabad,2019-05-01,May,2019,0,Foreign
Adilabad,2019-06-01,June,2019,0,Foreign
Adilabad,2019-07-01,July,2019,0,Foreign
Adilabad,2019-08-01,August,2019,2,Foreign
Adilabad,2019-09-01,September,2019,0,Foreign
Adilabad,2019-10-01,October,2019,0,Foreign
Adilabad,2019-11-01,November,2019,2,Foreign
Adilabad,2019-12-01,December,2019,0,Foreign
Bhadradri Kothagudem,2019-01-01,January,2019,0,Foreign
Bhadradri Kothagudem,2019-02-01,February,2019,0,Foreign
Bhadradri Kothagudem,2019-03-01,March,2019,0,Foreign
Bhadradri Kothagudem,2019-04-01,April,2019,0,Foreign
Bhadradri Kothagudem,2019-05-01,May,2019,0,Foreign
Bhadradri Kothagudem,2019-06-01,June,2019,0,Foreign
Bhadradri Kothagudem,2019-07-01,July,2019,0,Foreign
Bhadradri Kothagudem,2019-08-01,August,2019,0,Foreign
Bhadradri Kothagudem,2019-09-01,September,2019,0,Foreign
Bhadradri Kothagudem,2019-10-01,October,2019,0,Foreign
Bhadradri Kothagudem,2019-11-01,November,2019,0,Foreign
Bhadradri Kothagudem,2019-12-01,December,2019,0,Foreign
Hyderabad,2019-01-01,January,2019,35920,Foreign
Hyderabad,2019-02-01,February,2019,25621,Foreign
Hyderabad,2019-03-01,March,2019,21929,Foreign
Hyderabad,2019-04-01,April,2019,18267,Foreign
Hyderabad,2019-05-01,May,2019,17317,Foreign
Hyderabad,2019-06-01,June,2019,20077,Foreign
Hyderabad,2019-07-01,July,2019,27874,Foreign
Hyderabad,2019-08-01,August,2019,22725,Foreign
Hyderabad,2019-09-01,September,2019,34018,Foreign
Hyderabad,2019-10-01,October,2019,28706,Foreign
Hyderabad,2019-11-01,November,2019,32762,Foreign
Hyderabad,2019-12-01,December,2019,34084,Foreign
Jagtial,2019-01-01,January,2019,0,Foreign
Jagtial,2019-02-01,February,2019,0,Foreign
Jagtial,2019-03-01,March,2019,0,Foreign
Jagtial,2019-04-01,April,2019,0,Foreign
Jagtial,2019-05-01,May,2019,0,Foreign
Jagtial,2019-06-01,June,2019,0,Foreign
Jagtial,2019-07-01,July,2019,0,Foreign
Jagtial,2019-08-01,August,2019,0,Foreign
Jagtial,2019-09-01,September,2019,0,Foreign
Jagtial,2019-10-01,October,2019,0,Foreign
Jagtial,2019-11-01,November,2019,0,Foreign
Jagtial,2019-12-01,December,2019,0,Foreign
Jangaon,2019-01-01,January,2019,0,Foreign
Jangaon,2019-02-01,February,2019,0,Foreign
Jangaon,2019-03-01,March,2019,0,Foreign
Jangaon,2019-04-01,April,2019,0,Foreign
Jangaon,2019-05-01,May,2019,0,Foreign
Jangaon,2019-06-01,June,2019,0,Foreign
Jangaon,2019-07-01,July,2019,0,Foreign
Jangaon,2019-08-01,August,2019,0,Foreign
Jangaon,2019-09-01,September,2019,0,Foreign
Jangaon,2019-10-01,October,2019,0,Foreign
Jangaon,2019-11-01,November,2019,0,Foreign
Jangaon,2019-12-01,December,2019,0,Foreign
Jayashankar Bhoopalpally,2019-01-01,January,2019,45,Foreign
Jayashankar Bhoopalpally,2019-02-01,February,2019,0,Foreign
Jayashankar Bhoopalpally,2019-03-01,March,2019,0,Foreign
Jayashankar Bhoopalpally,2019-04-01,April,2019,0,Foreign
Jayashankar Bhoopalpally,2019-05-01,May,2019,0,Foreign
Jayashankar Bhoopalpally,2019-06-01,June,2019,0,Foreign
Jayashankar Bhoopalpally,2019-07-01,July,2019,0,Foreign
Jayashankar Bhoopalpally,2019-08-01,August,2019,0,Foreign
Jayashankar Bhoopalpally,2019-09-01,September,2019,0,Foreign
Jayashankar Bhoopalpally,2019-10-01,October,2019,0,Foreign
Jayashankar Bhoopalpally,2019-11-01,November,2019,0,Foreign
Jayashankar Bhoopalpally,2019-12-01,December,2019,0,Foreign
Jogulamba Gadwal,2019-01-01,January,2019,36,Foreign
Jogulamba Gadwal,2019-02-01,February,2019,6,Foreign
Jogulamba Gadwal,2019-03-01,March,2019,22,Foreign
Jogulamba Gadwal,2019-04-01,April,2019,16,Foreign
Jogulamba Gadwal,2019-05-01,May,2019,20,Foreign
Jogulamba Gadwal,2019-06-01,June,2019,22,Foreign
Jogulamba Gadwal,2019-07-01,July,2019,37,Foreign
Jogulamba Gadwal,2019-08-01,August,2019,42,Foreign
Jogulamba Gadwal,2019-09-01,September,2019,25,Foreign
Jogulamba Gadwal,2019-10-01,October,2019,13,Foreign
Jogulamba Gadwal,2019-11-01,November,2019,45,Foreign
Jogulamba Gadwal,2019-12-01,December,2019,11,Foreign
Kamareddy,2019-01-01,January,2019,0,Foreign
Kamareddy,2019-02-01,February,2019,0,Foreign
Kamareddy,2019-03-01,March,2019,0,Foreign
Kamareddy,2019-04-01,April,2019,0,Foreign
Kamareddy,2019-05-01,May,2019,0,Foreign
Kamareddy,2019-06-01,June,2019,0,Foreign
Kamareddy,2019-07-01,July,2019,0,Foreign
Kamareddy,2019-08-01,August,2019,0,Foreign
Kamareddy,2019-09-01,September,2019,0,Foreign
Kamareddy,2019-10-01,October,2019,0,Foreign
Kamareddy,2019-11-01,November,2019,0,Foreign
Kamareddy,2019-12-01,December,2019,0,Foreign
Karimnagar,2019-01-01,January,2019,0,Foreign
Karimnagar,2019-02-01,February,2019,0,Foreign
Karimnagar,2019-03-01,March,2019,0,Foreign
Karimnagar,2019-04-01,April,2019,0,Foreign
Karimnagar,2019-05-01,May,2019,0,Foreign
Karimnagar,2019-06-01,June,2019,0,Foreign
Karimnagar,2019-07-01,July,2019,0,Foreign
Karimnagar,2019-08-01,August,2019,0,Foreign
Karimnagar,2019-09-01,September,2019,0,Foreign
Karimnagar,2019-10-01,October,2019,0,Foreign
Karimnagar,2019-11-01,November,2019,0,Foreign
Karimnagar,2019-12-01,December,2019,0,Foreign
Khammam,2019-01-01,January,2019,0,Foreign
Khammam,2019-02-01,February,2019,0,Foreign
Khammam,2019-03-01,March,2019,0,Foreign
Khammam,2019-04-01,April,2019,0,Foreign
Khammam,2019-05-01,May,2019,0,Foreign
Khammam,2019-06-01,June,2019,0,Foreign
Khammam,2019-07-01,July,2019,0,Foreign
Khammam,2019-08-01,August,2019,0,Foreign
Khammam,2019-09-01,September,2019,0,Foreign
Khammam,2019-10-01,October,2019,0,Foreign
Khammam,2019-11-01,November,2019,0,Foreign
Khammam,2019-12-01,December,2019,0,Foreign
Komaram Bheem Asifabad,2019-01-01,January,2019,0,Foreign
Komaram Bheem Asifabad,2019-02-01,February,2019,0,Foreign
Komaram Bheem Asifabad,2019-03-01,March,2019,0,Foreign
Komaram Bheem Asifabad,2019-04-01,April,2019,0,Foreign
Komaram Bheem Asifabad,2019-05-01,May,2019,0,Foreign
Komaram Bheem Asifabad,2019-06-01,June,2019,0,Foreign
Komaram Bheem Asifabad,2019-07-01,July,2019,0,Foreign
Komaram Bheem Asifabad,2019-08-01,August,2019,0,Foreign
Komaram Bheem Asifabad,2019-09-01,September,2019,0,Foreign
Komaram Bheem Asifabad,2019-10-01,October,2019,0,Foreign
Komaram Bheem Asifabad,2019-11-01,November,2019,0,Foreign
Komaram Bheem Asifabad,2019-12-01,December,2019,0,Foreign
Mahabubabad,2019-01-01,January,2019,0,Foreign
Mahabubabad,2019-02-01,February,2019,0,Foreign
Mahabubabad,2019-03-01,March,2019,0,Foreign
Mahabubabad,2019-04-01,April,2019,0,Foreign
Mahabubabad,2019-05-01,May,2019,0,Foreign
Mahabubabad,2019-06-01,June,2019,0,Foreign
Mahabubabad,2019-07-01,July,2019,0,Foreign
Mahabubabad,2019-08-01,August,2019,0,Foreign
Mahabubabad,2019-09-01,September,2019,0,Foreign
Mahabubabad,2019-10-01,October,2019,0,Foreign
Mahabubabad,2019-11-01,November,2019,0,Foreign
Mahabubabad,2019-12-01,December,2019,0,Foreign
Mahbubnagar,2019-01-01,January,2019,45,Foreign
Mahbubnagar,2019-02-01,February,2019,29,Foreign
Mahbubnagar,2019-03-01,March,2019,28,Foreign
Mahbubnagar,2019-04-01,April,2019,34,Foreign
Mahbubnagar,2019-05-01,May,2019,20,Foreign
Mahbubnagar,2019-06-01,June,2019,28,Foreign
Mahbubnagar,2019-07-01,July,2019,47,Foreign
Mahbubnagar,2019-08-01,August,2019,44,Foreign
Mahbubnagar,2019-09-01,September,2019,34,Foreign
Mahbubnagar,2019-10-01,October,2019,37,Foreign
Mahbubnagar,2019-11-01,November,2019,68,Foreign
Mahbubnagar,2019-12-01,December,2019,26,Foreign
Mancherial,2019-01-01,January,2019,0,Foreign
Mancherial,2019-02-01,February,2019,0,Foreign
Mancherial,2019-03-01,March,2019,0,Foreign
Mancherial,2019-04-01,April,2019,0,Foreign
Mancherial,2019-05-01,May,2019,0,Foreign
Mancherial,2019-06-01,June,2019,0,Foreign
Mancherial,2019-07-01,July,2019,0,Foreign
Mancherial,2019-08-01,August,2019,0,Foreign
Mancherial,2019-09-01,September,2019,0,Foreign
Mancherial,2019-10-01,October,2019,0,Foreign
Mancherial,2019-11-01,November,2019,10,Foreign
Mancherial,2019-12-01,December,2019,0,Foreign
Medak,2019-01-01,January,2019,0,Foreign
Medak,2019-02-01,February,2019,0,Foreign
Medak,2019-03-01,March,2019,0,Foreign
Medak,2019-04-01,April,2019,0,Foreign
Medak,2019-05-01,May,2019,0,Foreign
Medak,2019-06-01,June,2019,0,Foreign
Medak,2019-07-01,July,2019,0,Foreign
Medak,2019-08-01,August,2019,0,Foreign
Medak,2019-09-01,September,2019,0,Foreign
Medak,2019-10-01,October,2019,0,Foreign
Medak,2019-11-01,November,2019,0,Foreign
Medak,2019-12-01,December,2019,0,Foreign
Medchal,2019-01-01,January,2019,0,Foreign
Medchal,2019-02-01,February,2019,0,Foreign
Medchal,2019-03-01,March,2019,0,Foreign
Medchal,2019-04-01,April,2019,0,Foreign
Medchal,2019-05-01,May,2019,0,Foreign
Medchal,2019-06-01,June,2019,0,Foreign
Medchal,2019-07-01,July,2019,0,Foreign
Medchal,2019-08-01,August,2019,0,Foreign
Medchal,2019-09-01,September,2019,0,Foreign
Medchal,2019-10-01,October,2019,0,Foreign
Medchal,2019-11-01,November,2019,0,Foreign
Medchal,2019-12-01,December,2019,0,Foreign
Mulugu,2019-01-01,January,2019,0,Foreign
Mulugu,2019-02-01,February,2019,45,Foreign
Mulugu,2019-03-01,March,2019,40,Foreign
Mulugu,2019-04-01,April,2019,40,Foreign
Mulugu,2019-05-01,May,2019,40,Foreign
Mulugu,2019-06-01,June,2019,50,Foreign
Mulugu,2019-07-01,July,2019,55,Foreign
Mulugu,2019-08-01,August,2019,50,Foreign
Mulugu,2019-09-01,September,2019,60,Foreign
Mulugu,2019-10-01,October,2019,60,Foreign
Mulugu,2019-11-01,November,2019,70,Foreign
Mulugu,2019-12-01,December,2019,65,Foreign
Nagarkurnool,2019-01-01,January,2019,35,Foreign
Nagarkurnool,2019-02-01,February,2019,15,Foreign
Nagarkurnool,2019-03-01,March,2019,14,Foreign
Nagarkurnool,2019-04-01,April,2019,18,Foreign
Nagarkurnool,2019-05-01,May,2019,14,Foreign
Nagarkurnool,2019-06-01,June,2019,14,Foreign
Nagarkurnool,2019-07-01,July,2019,17,Foreign
Nagarkurnool,2019-08-01,August,2019,22,Foreign
Nagarkurnool,2019-09-01,September,2019,7,Foreign
Nagarkurnool,2019-10-01,October,2019,3,Foreign
Nagarkurnool,2019-11-01,November,2019,30,Foreign
Nagarkurnool,2019-12-01,December,2019,10,Foreign
Nalgonda,2019-01-01,January,2019,0,Foreign
Nalgonda,2019-02-01,February,2019,0,Foreign
Nalgonda,2019-03-01,March,2019,0,Foreign
Nalgonda,2019-04-01,April,2019,0,Foreign
Nalgonda,2019-05-01,May,2019,0,Foreign
Nalgonda,2019-06-01,June,2019,0,Foreign
Nalgonda,2019-07-01,July,2019,0,Foreign
Nalgonda,2019-08-01,August,2019,0,Foreign
Nalgonda,2019-09-01,September,2019,0,Foreign
Nalgonda,2019-10-01,October,2019,0,Foreign
Nalgonda,2019-11-01,November,2019,0,Foreign
Nalgonda,2019-12-01,December,2019,0,Foreign
Narayanpet,2019-01-01,January,2019,0,Foreign
Narayanpet,2019-02-01,February,2019,0,Foreign
Narayanpet,2019-03-01,March,2019,0,Foreign
Narayanpet,2019-04-01,April,2019,0,Foreign
Narayanpet,2019-05-01,May,2019,0,Foreign
Narayanpet,2019-06-01,June,2019,0,Foreign
Narayanpet,2019-07-01,July,2019,0,Foreign
Narayanpet,2019-08-01,August,2019,0,Foreign
Narayanpet,2019-09-01,September,2019,0,Foreign
Narayanpet,2019-10-01,October,2019,0,Foreign
Narayanpet,2019-11-01,November,2019,0,Foreign
Narayanpet,2019-12-01,December,2019,5,Foreign
Nirmal,2019-01-01,January,2019,0,Foreign
Nirmal,2019-02-01,February,2019,0,Foreign
Nirmal,2019-03-01,March,2019,0,Foreign
Nirmal,2019-04-01,April,2019,0,Foreign
Nirmal,2019-05-01,May,2019,0,Foreign
Nirmal,2019-06-01,June,2019,0,Foreign
Nirmal,2019-07-01,July,2019,0,Foreign
Nirmal,2019-08-01,August,2019,0,Foreign
Nirmal,2019-09-01,September,2019,0,Foreign
Nirmal,2019-10-01,October,2019,0,Foreign
Nirmal,2019-11-01,November,2019,0,Foreign
Nirmal,2019-12-01,December,2019,0,Foreign
Nizamabad,2019-01-01,January,2019,0,Foreign
Nizamabad,2019-02-01,February,2019,1,Foreign
Nizamabad,2019-03-01,March,2019,0,Foreign
Nizamabad,2019-04-01,April,2019,0,Foreign
Nizamabad,2019-05-01,May,2019,0,Foreign
Nizamabad,2019-06-01,June,2019,0,Foreign
Nizamabad,2019-07-01,July,2019,0,Foreign
Nizamabad,2019-08-01,August,2019,0,Foreign
Nizamabad,2019-09-01,September,2019,0,Foreign
Nizamabad,2019-10-01,October,2019,0,Foreign
Nizamabad,2019-11-01,November,2019,0,Foreign
Nizamabad,2019-12-01,December,2019,0,Foreign
Peddapalli,2019-01-01,January,2019,0,Foreign
Peddapalli,2019-02-01,February,2019,0,Foreign
Peddapalli,2019-03-01,March,2019,0,Foreign
Peddapalli,2019-04-01,April,2019,0,Foreign
Peddapalli,2019-05-01,May,2019,0,Foreign
Peddapalli,2019-06-01,June,2019,0,Foreign
Peddapalli,2019-07-01,July,2019,0,Foreign
Peddapalli,2019-08-01,August,2019,0,Foreign
Peddapalli,2019-09-01,September,2019,0,Foreign
Peddapalli,2019-10-01,October,2019,0,Foreign
Peddapalli,2019-11-01,November,2019,0,Foreign
Peddapalli,2019-12-01,December,2019,0,Foreign
Rajanna Sircilla,2019-01-01,January,2019,0,Foreign
Rajanna Sircilla,2019-02-01,February,2019,0,Foreign
Rajanna Sircilla,2019-03-01,March,2019,0,Foreign
Rajanna Sircilla,2019-04-01,April,2019,0,Foreign
Rajanna Sircilla,2019-05-01,May,2019,0,Foreign
Rajanna Sircilla,2019-06-01,June,2019,0,Foreign
Rajanna Sircilla,2019-07-01,July,2019,0,Foreign
Rajanna Sircilla,2019-08-01,August,2019,0,Foreign
Rajanna Sircilla,2019-09-01,September,2019,0,Foreign
Rajanna Sircilla,2019-10-01,October,2019,0,Foreign
Rajanna Sircilla,2019-11-01,November,2019,0,Foreign
Rajanna Sircilla,2019-12-01,December,2019,0,Foreign
Ranga Reddy,2019-01-01,January,2019,0,Foreign
Ranga Reddy,2019-02-01,February,2019,0,Foreign
Ranga Reddy,2019-03-01,March,2019,0,Foreign
Ranga Reddy,2019-04-01,April,2019,0,Foreign
Ranga Reddy,2019-05-01,May,2019,0,Foreign
Ranga Reddy,2019-06-01,June,2019,0,Foreign
Ranga Reddy,2019-07-01,July,2019,0,Foreign
Ranga Reddy,2019-08-01,August,2019,0,Foreign
Ranga Reddy,2019-09-01,September,2019,0,Foreign
Ranga Reddy,2019-10-01,October,2019,0,Foreign
Ranga Reddy,2019-11-01,November,2019,0,Foreign
Ranga Reddy,2019-12-01,December,2019,0,Foreign
Sangareddy,2019-01-01,January,2019,0,Foreign
Sangareddy,2019-02-01,February,2019,0,Foreign
Sangareddy,2019-03-01,March,2019,0,Foreign
Sangareddy,2019-04-01,April,2019,0,Foreign
Sangareddy,2019-05-01,May,2019,0,Foreign
Sangareddy,2019-06-01,June,2019,0,Foreign
Sangareddy,2019-07-01,July,2019,0,Foreign
Sangareddy,2019-08-01,August,2019,0,Foreign
Sangareddy,2019-09-01,September,2019,0,Foreign
Sangareddy,2019-10-01,October,2019,0,Foreign
Sangareddy,2019-11-01,November,2019,0,Foreign
Sangareddy,2019-12-01,December,2019,0,Foreign
Siddipet,2019-01-01,January,2019,0,Foreign
Siddipet,2019-02-01,February,2019,0,Foreign
Siddipet,2019-03-01,March,2019,0,Foreign
Siddipet,2019-04-01,April,2019,0,Foreign
Siddipet,2019-05-01,May,2019,0,Foreign
Siddipet,2019-06-01,June,2019,0,Foreign
Siddipet,2019-07-01,July,2019,0,Foreign
Siddipet,2019-08-01,August,2019,0,Foreign
Siddipet,2019-09-01,September,2019,0,Foreign
Siddipet,2019-10-01,October,2019,0,Foreign
Siddipet,2019-11-01,November,2019,0,Foreign
Siddipet,2019-12-01,December,2019,0,Foreign
Suryapet,2019-01-01,January,2019,0,Foreign
Suryapet,2019-02-01,February,2019,0,Foreign
Suryapet,2019-03-01,March,2019,0,Foreign
Suryapet,2019-04-01,April,2019,0,Foreign
Suryapet,2019-05-01,May,2019,0,Foreign
Suryapet,2019-06-01,June,2019,0,Foreign
Suryapet,2019-07-01,July,2019,0,Foreign
Suryapet,2019-08-01,August,2019,0,Foreign
Suryapet,2019-09-01,September,2019,0,Foreign
Suryapet,2019-10-01,October,2019,0,Foreign
Suryapet,2019-11-01,November,2019,0,Foreign
Suryapet,2019-12-01,December,2019,0,Foreign
Vikarabad,2019-01-01,January,2019,0,Foreign
Vikarabad,2019-02-01,February,2019,0,Foreign
Vikarabad,2019-03-01,March,2019,0,Foreign
Vikarabad,2019-04-01,April,2019,0,Foreign
Vikarabad,2019-05-01,May,2019,0,Foreign
Vikarabad,2019-06-01,June,2019,0,Foreign
Vikarabad,2019-07-01,July,2019,0,Foreign
Vikarabad,2019-08-01,August,2019,0,Foreign
Vikarabad,2019-09-01,September,2019,0,Foreign
Vikarabad,2019-10-01,October,2019,0,Foreign
Vikarabad,2019-11-01,November,2019,0,Foreign
Vikarabad,2019-12-01,December,2019,0,Foreign
Wanaparthy,2019-01-01,January,2019,0,Foreign
Wanaparthy,2019-02-01,February,2019,0,Foreign
Wanaparthy,2019-03-01,March,2019,0,Foreign
Wanaparthy,2019-04-01,April,2019,0,Foreign
Wanaparthy,2019-05-01,May,2019,0,Foreign
Wanaparthy,2019-06-01,June,2019,0,Foreign
Wanaparthy,2019-07-01,July,2019,0,Foreign
Wanaparthy,2019-08-01,August,2019,0,Foreign
Wanaparthy,2019-09-01,September,2019,0,Foreign
Wanaparthy,2019-10-01,October,2019,0,Foreign
Wanaparthy,2019-11-01,November,2019,0,Foreign
Wanaparthy,2019-12-01,December,2019,0,Foreign
Warangal,2019-01-01,January,2019,0,Foreign
Warangal,2019-02-01,February,2019,0,Foreign
Warangal,2019-03-01,March,2019,0,Foreign
Warangal,2019-04-01,April,2019,0,Foreign
Warangal,2019-05-01,May,2019,0,Foreign
Warangal,2019-06-01,June,2019,0,Foreign
Warangal,2019-07-01,July,2019,0,Foreign
Warangal,2019-08-01,August,2019,0,Foreign
Warangal,2019-09-01,September,2019,0,Foreign
Warangal,2019-10-01,October,2019,0,Foreign
Warangal,2019-11-01,November,2019,0,Foreign
Warangal,2019-12-01,December,2019,0,Foreign
Hanamkonda,2019-01-01,January,2019,175,Foreign
Hanamkonda,2019-02-01,February,2019,200,Foreign
Hanamkonda,2019-03-01,March,2019,200,Foreign
Hanamkonda,2019-04-01,April,2019,190,Foreign
Hanamkonda,2019-05-01,May,2019,175,Foreign
Hanamkonda,2019-06-01,June,2019,195,Foreign
Hanamkonda,2019-07-01,July,2019,185,Foreign
Hanamkonda,2019-08-01,August,2019,230,Foreign
Hanamkonda,2019-09-01,September,2019,240,Foreign
Hanamkonda,2019-10-01,October,2019,220,Foreign
Hanamkonda,2019-11-01,November,2019,230,Foreign
Hanamkonda,2019-12-01,December,2019,210,Foreign
Yadadri Bhongir,2019-01-01,January,2019,0,Foreign
Yadadri Bhongir,2019-02-01,February,2019,0,Foreign
Yadadri Bhongir,2019-03-01,March,2019,0,Foreign
Yadadri Bhongir,2019-04-01,April,2019,0,Foreign
Yadadri Bhongir,2019-05-01,May,2019,0,Foreign
Yadadri Bhongir,2019-06-01,June,2019,0,Foreign
Yadadri Bhongir,2019-07-01,July,2019,0,Foreign
Yadadri Bhongir,2019-08-01,August,2019,0,Foreign
Yadadri Bhongir,2019-09-01,September,2019,0,Foreign
Yadadri Bhongir,2019-10-01,October,2019,0,Foreign
Yadadri Bhongir,2019-11-01,November,2019,0,Foreign
Yadadri Bhongir,2019-12-01,December,2019,0,Foreign
